 ,Label,Area1,Channel,Mean1,StdDev1,Mode1,Min1,Max1,X1,Y1,Perim.1,BX1,BY1,Width1,Height1,Circ.1,Feret1,IntDen1,%Area1,RawIntDen1,FeretX1,FeretY1,FeretAngle1,MinFeret1,AR1,Round1,Solidity1,MinThr1,MaxThr1
3,PE100_rhodb,170507680,B,0,0,0,0,0,18995.684,20773.068,210492.344,0,0,44181.816,40381.816,0.048,50579.121,0,0,0,523,758,141.216,38995.809,1.109,0.902,0.124,0,255
6,PE100_rhodb,172518672,B,0,0,0,0,0,18567.191,19339.064,214822.328,0,0,42381.816,36509.09,0.047,47847.141,0,0,0,803,437,137.156,36428.391,1.135,0.881,0.129,0,255
9,PE100_rhodb,175901984,B,0,0,0,0,0,19670.271,20318.645,201614.281,0,0,43336.363,39672.727,0.054,52779.664,0,0,0,0,875,145.193,39554.477,1.089,0.918,0.128,0,255
12,PE100_rhodb,147544880,B,0,0,0,0,0,22326.156,20047.688,294570.5,0,0,43563.637,39790.91,0.021,53137.047,0,0,0,394,527,138.801,38338.504,1.016,0.984,0.108,0,255
15,PE100_rhodb,176635040,B,0,0,0,0,0,20904.535,18727.467,218184.469,0,0,45881.816,39245.453,0.047,51125.812,0,0,0,0,1649,153.822,38975.457,1.133,0.883,0.122,0,255
18,PE100_rhodb,178841648,B,0,0,0,0,0,20649.711,19902.318,211490.641,0,0,44600,37790.91,0.05,51031.363,0,0,0,0,1174,150.924,36810.504,1.139,0.878,0.135,0,255
2,PE100_rhodb,170507680,G,14.254,6.972,10,0,78,18995.684,20773.068,210492.344,0,0,44181.816,40381.816,0.048,50579.121,2430379264,99.917,29407588,523,758,141.216,38995.809,1.109,0.902,0.124,0,255
5,PE100_rhodb,172518672,G,15.139,8.297,10,0,96,18567.191,19339.064,214822.328,0,0,42381.816,36509.09,0.047,47847.141,2611729920,99.918,31601932,803,437,137.156,36428.391,1.135,0.881,0.129,0,255
8,PE100_rhodb,175901984,G,11.788,5.279,8,0,53,19670.271,20318.645,201614.281,0,0,43336.363,39672.727,0.054,52779.664,2073485312,99.92,25089172,0,875,145.193,39554.477,1.089,0.918,0.128,0,255
11,PE100_rhodb,147544880,G,13.648,7.726,10,0,66,22326.156,20047.688,294570.5,0,0,43563.637,39790.91,0.021,53137.047,2013635584,99.904,24364992,394,527,138.801,38338.504,1.016,0.984,0.108,0,255
14,PE100_rhodb,176635040,G,15.861,8.615,10,0,84,20904.535,18727.467,218184.469,0,0,45881.816,39245.453,0.047,51125.812,2801669376,99.92,33900200,0,1649,153.822,38975.457,1.133,0.883,0.122,0,255
17,PE100_rhodb,178841648,G,12.707,7.263,10,0,86,20649.711,19902.318,211490.641,0,0,44600,37790.91,0.05,51031.363,2272515584,99.921,27497440,0,1174,150.924,36810.504,1.139,0.878,0.135,0,255
1,PE100_rhodb,170507680,R,18.263,9.874,9,6,255,18995.684,20773.068,210492.344,0,0,44181.816,40381.816,0.048,50579.121,3114043392,100,37679924,523,758,141.216,38995.809,1.109,0.902,0.124,0,255
4,PE100_rhodb,172518672,R,19.401,11.462,12,5,255,18567.191,19339.064,214822.328,0,0,42381.816,36509.09,0.047,47847.141,3347045376,100,40499248,803,437,137.156,36428.391,1.135,0.881,0.129,0,255
7,PE100_rhodb,175901984,R,15.053,7.918,10,5,255,19670.271,20318.645,201614.281,0,0,43336.363,39672.727,0.054,52779.664,2647812864,100,32038536,0,875,145.193,39554.477,1.089,0.918,0.128,0,255
10,PE100_rhodb,147544880,R,17.474,10.919,10,5,255,22326.156,20047.688,294570.5,0,0,43563.637,39790.91,0.021,53137.047,2578221824,100,31196484,394,527,138.801,38338.504,1.016,0.984,0.108,0,255
13,PE100_rhodb,176635040,R,20.293,11.866,12,5,255,20904.535,18727.467,218184.469,0,0,45881.816,39245.453,0.047,51125.812,3584447232,100,43371812,0,1649,153.822,38975.457,1.133,0.883,0.122,0,255
16,PE100_rhodb,178841648,R,16.228,10.222,11,5,255,20649.711,19902.318,211490.641,0,0,44600,37790.91,0.05,51031.363,2902156544,100,35116096,0,1174,150.924,36810.504,1.139,0.878,0.135,0,255
